,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
13176,f96c93fce6, I`m sorryyyyyy  I`ll be home as fast as possible where we meeting at?,m sorryyyyyy,negative, i`m sorryyyyyy,0.3333333333333333
13188,c74dbd622d,_l I got excited when I thought that exhibit was in Sydney. But it`s not,_l I got excited when I thought that exhibit was in Sydney. But it`s not,negative, but it`s not,0.21428571428571427
13199,f60cc80060,i`m gonna miss eddy if we`re half the country apart,i`m gonna miss eddy,negative, miss,0.25
13215,014a8f6298,We`ll miss you ...   Those lucky Edmontonians!,We`ll miss you,negative, miss,0.3333333333333333
13221,771f712a69,listening to music...feeling kind of down,kind of down,negative, down,0.3333333333333333
13240,4a7c71fcd1,"NAPLAN testing, tuesday, wednesday & thursday. i`m afraid about the maths one, english ,not so much","i`m afraid about the maths one,",negative, afraid,0.16666666666666666
13252,e74a24c3a1, ouch  does picking your nose count?,ouch,negative, ouch does picking your nose count?,0.16666666666666666
13253,f2e213b4f8,"TGIF I don`t like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY",don`t like,negative, i don`t like 12 hour workdays,0.3333333333333333
13260,32ed1c1560,boo! i can`t sleep again  saying hi to random people,boo!,negative, i can`t sleep again,0.0
13272,2756df3899,I feel useless I don`t know what to do right now. I`m so bored,useless,negative, i feel useless,0.3333333333333333
13274,aaa007967b,Getting ready for my graduation party ........(id much rather be at Hello Marquee or Dane Cook),id much rather be at,negative, ........(id much rather be at hello marquee or dane cook),0.36363636363636365
13279,8bb2ea067c, I hate snood. lol. sorrry  i dont know how people play it!,sorrry,negative, hate,0.0
13285,38aebd34c0,Okay I`m seriously bored. I have nothing to do. I can`t go out cause it`s raining.,Okay I`m seriously bored. I have nothing to do. I can`t go out cause it`s raining.,negative, bored.,0.06666666666666667
13288,0509d83231,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,hate,negative, i hate flu!,0.3333333333333333
13299,979e018ac6,PArts of me are starting to feel the effects of over tanning,over tanning,negative, parts of me are starting to feel the effects of over tanning,0.18181818181818182
13302,add3a63b8a,Is in bed not able to sleep  bloody bipolar!,bloody,negative, not able to sleep bloody bipolar!,0.16666666666666666
13304,49c7c9c6e2,"Today Dan bought me Bio Dome AND the Reality Bites Soundtrack! Needless to say he gets MAYJAH points!  Also, my tummy is not happy. Boo.",", my tummy is not happy. Boo.",negative, not happy.,0.2857142857142857
13310,908c222257," Grrr, people suck. I cry when animals die on nature shows.  These people are sick. No hunting endangered species!",suck.,negative," grrr, people suck.",0.3333333333333333
13311,4608dd524e,no clue wtf im doing,no clue wtf im doing,negative, wtf,0.2
13321,a5f4c19969,Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?,Noooooo worst news,negative, worst,0.3333333333333333
13340,3eab4d3d25,"_joyner And he can`t even tell me.  Me and him are **** done, professionally. ****` ****.","Me and him are **** done,",negative," **** done, professionally. ****` ****.",0.2222222222222222
13344,0c81d058dc,holy ****. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control,sucked away,negative, holy ****.,0.0
13348,bff6ad3420,Waaaaaaaa they kicked us out of the bank. Getting it until monday  OMG Chilito,kicked,negative, kicked us out of the bank.,0.16666666666666666
13354,fb8369a543,  Linda ~ What do you mean by your last post??  It doesn`t sound good,?  It doesn`t sound goo,negative, doesn`t sound good,0.3333333333333333
13373,6fc13b7e51,  dont make me sad... i do agree tho it does need some more of SA`s magical lyrics,e sad,negative, dont make me sad...,0.0
13389,89496e0696,leather jackets=uncomfortable....not my thing,uncomfortable..,negative,uncomfortable....,0.0
13392,2c8eff1781,Kill me now I`m so sick    n it`s Friday night!!,I`m so sick,negative, sick,0.3333333333333333
13396,dfaddf99bb,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,negative, broke,0.05555555555555555
13397,f61d1109e9, Lol I Sed Want to Not Ach Dress Up For No Reason. Pleaseeeeeeeeeeeeee Im Bored.  Lol,. Pleaseeeeeeeeeeeeee Im Bored.,negative, bored.,0.25
13401,d26317952f,Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,Oh MAN !!,negative, and is not in the bag,0.0
13418,51a6cbb388,I think I`m about to break my own heart. (as emo as that sounds)... meh.,break,negative, i think i`m about to break my own heart.,0.1111111111111111
13428,b07d1ef685, naw...I`ll keep you in. Turns out you have the odd nugget of wisdom.,you have the odd nugget of wisdom.,negative, odd,0.14285714285714285
13440,efff84261c,i miss my daddy,miss,negative, i miss my daddy,0.25
13441,5b0f71ccc2,stranded @ delhi Airport  flight delayed,delayed,negative, stranded @ delhi airport flight delayed,0.16666666666666666
13446,bde54d9777," except the fact that it`s been raining since Wednesday, and not supposed to stop till Monday. ew.","except the fact that it`s been raining since Wednesday, and not supposed to stop till Monday. ew.",negative, ew.,0.058823529411764705
13449,49ec6f804d,  u guys are soo unfair smh...,u guys are soo unfair smh...,negative, unfair,0.16666666666666666
13467,64ef4a7f47, The party has to be moved to next weekend  ..stupid weather.,..stupid weather.,negative,stupid weather.,0.3333333333333333
13476,08a6d8a0da,_mejer I couldn`t remember what all the different cords meant. I lost half of them leaving the graduation anyway.,couldn`t remember wh,negative, lost,0.0
13481,4ec08d0329,Last day I`m LA. I am so so sad,sad,negative, i am so so sad,0.25
13482,6505d675a7,oops i did it again...really shouldnt have.,really shouldnt have.,negative, oops i did it again...really shouldnt have.,0.25
13486,cad716865e," I do too, but not heavy rain, which we`ve had 4 more than a wk.",heavy,negative," not heavy rain,",0.3333333333333333
13497,1dbe478001, heard you slutted it up! I`m totally jealz~ I missed it. Maybe next time!,heard you slutted it up!,negative, missed,0.0
13500,543cfb6ecd," Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",Not married any more! Silly man!,negative, silly man!,0.3333333333333333
13532,a5ea47ada7,"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.","sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",negative, diff story.,0.08333333333333333
13536,a454494a8a,"Ouch, my back. Man I`m sick",Man I`m sick,negative, sick,0.3333333333333333
13568,07726716b7,Bit devastated that I lost my entire documents folder on my home computer.,lost,negative, bit devastated,0.0
13581,fb74fe88e2," we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",good,negative, real treat,0.0
13600,0e876182ab,_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,IT IS MADE OF FAIL!,negative, fail!,0.2
13603,dddef5ad8b,Trying to find a foreign place in a foreign town  i have being lost,i have being lost,negative, lost,0.25
13626,4a726e9eba, he thinks he`s a gangsterrr  his **** don`t even fit in G Unit. & I know :| ))))),he thinks he`s a gangsterrr  his **** don`t even fit in G Unit,negative, his **** don`t even fit,0.38461538461538464
13627,61fc125f6c," Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancer ...",Freckles,negative, i`m just too ginger!,0.0
13637,d83fd6c942,3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy,kk hates me  -cryy,negative, hates,0.25
13638,462149c135,Someone stole my new laptop at the airport. haven`t even used it. Guess the US economy is breeding a new set of 'opportinists',Someone stole my new laptop at the airport.,negative, stole,0.125
13658,0ef91ee2c3,my dark knight dvd is missing   i`m pissed,missing,negative, missing i`m pissed,0.3333333333333333
13667,37229065b8,Gettin check outta school cause im siccck. Goin to pick up jimbbbbo.,siccck.,negative, gettin check outta school cause im siccck.,0.14285714285714285
13674,8607d4de1a,Dans public transport again and have decided it`s just everything north of London that`s utter **** these southern trains are alright,utter **** th,negative, ****,0.3333333333333333
13678,1b6a12519d,is soooo over school...maybe sick..all week *evil laugh*,evil laugh*,negative, sick..,0.0
13682,ba80e8f8ec,"Awake, no migrane (yey) but tummy is hurting, evil IBS","tummy is hurting,",negative," hurting,",0.3333333333333333
13684,dc12f9879b,i got stung. by a bee.,i got stung. by a bee.,negative, stung.,0.16666666666666666
13701,d2a7a3c6aa, You and your Yuotube links.  DENIED at work.,DENIED at work,negative, denied,0.3333333333333333
13714,17ee870d97,missing his voice,missing,negative, missing his voice,0.3333333333333333
13718,f9f75727b9,i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,s suck,negative, i`m kinda sad,0.0
13727,907842d764,I would of won that contest if I weren`t to have chickened out,would of won th,negative, chickened out,0.0
13735,5b65d15956,http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,R.I.P Fristy just thinking abt her,negative, fristy,0.16666666666666666
13747,4e1b616882,joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,died!!,negative, i miss my boys,0.0
13756,6dec4772e7,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water","Never wash my cats at home again, they hate water",negative, hate water,0.2
13758,e5ff92f07e,Another two hours of work. Ugh. It goes by so slow. And im sore,slow.,negative, ugh. it goes by so slow. and im sore,0.1111111111111111
13761,12cdafc3e3, i miss yoooouuuu!!!!,i miss yoooouuuu!!!!,negative, miss,0.3333333333333333
13767,f13c2b0997, I shall annoyingly tweet at you tomorrow.,I shall annoyingly tweet at you tomorrow.,negative, annoyingly,0.14285714285714285
13771,703ac31c4c,i dont feel good! sick to my stomach,sick,negative, i dont feel good! sick to my stomach,0.125
13779,bd38d58f43, It wouldn`t let me download it cos it said I`m the UK. I had a little cry.,I had a little cry.,negative, cry.,0.2
13783,e5ce9bf21f,has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),Cant handle,negative, bug,0.0
13814,e017845110,ugh... only 1 3/4th hour and i will be 19...,ugh..,negative, ugh...,0.0
13820,fd66909baa,"yeah, I was wasting my time  fail",fail,negative, wasting my time fail,0.25
13827,3ce9c6a6f8,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.","LAPPYTOP BATERRRY DYING,t",negative," dying,",0.0
13833,1aec758353,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,ache,negative, i cannot sleep,0.0
13836,d5641944de,"Was outside playing ball with dogs, now all hot and sweaty",hot and sweaty,negative, sweaty,0.3333333333333333
13840,86a2a1b941, *is bad ****...He still is,*is bad ****...He still is,negative, bad ****...,0.16666666666666666
13846,4f3c295673,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!,stupid rain!,negative, stupid rain!!!,0.3333333333333333
13847,9c0833ac17,if officially done with high school....  so sad... i miss them already! movie later???,so sad.,negative, so sad...,0.3333333333333333
13854,23c29c9354, i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,i suck.,negative, suck..,0.0
13855,4f8932c7f9,favorite shirt ruined:death by bleach  #fb,ruined:d,negative, ruined:,0.0
13859,553aac5c32, aww im sorry im home now hope your ok  i love ya wifey <3 ****,aww im sorry,negative, sorry,0.3333333333333333
13864,8bdded4924," is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",is a loser;,negative, loser;),0.0
13867,828146bcb0,"_caine I saw it, it made me sad",it made me sad,negative, sad,0.25
