,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
15025,dc0e971fa5,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",perfect.,positive," so far absolutely perfect. great view,",0.16666666666666666
15037,8b33bb8b18," Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",More reason to revel,positive, revel,0.25
15042,fcf6cdc97d,'The weather outside is weather' hahah made me feel better,better,positive, made me feel better,0.25
15047,fefe14fb2d, hehehehe oh i love the Purate ENglish sooo much,i love the Purate ENglish sooo much,positive, love,0.14285714285714285
15049,6160c0dfa4, ...hey danny .. did u run already ???    hope you have a good day ;)   i love you !!!!,??    hope you have a good day ;)   i love,positive, i love you !!!!,0.2727272727272727
15051,41fe669716," I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol","I was, I took your advice and it was most enjoyable  I am too small to be out alone or I would`ve just come over lol",positive, enjoyable,0.043478260869565216
15054,740d0ca58b,Just got back from baby sitting. It went well.,It went well.,positive, well.,0.3333333333333333
15055,580be51816," Yeah I`ve been going there for the last month!!  SO amaaaazing, I`ll bring some back for you",O amaaaazing,positive," amaaaazing,",0.0
15056,9fcb8f7e23, Oh I had lots put on my desk during those years  I guess if they`ve done it to you then it would be ok to do it back lol,ck lol,positive, it would be ok,0.0
15066,05d5943c37," Happy Birthday, David","Happy Birthday, David",positive, happy,0.3333333333333333
15072,5a9c1c43a8,the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,GREAT,positive,the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED,0.045454545454545456
15097,75b7273395,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,positive, adopt a child,0.16666666666666666
15099,a46783c48c," wow,that must be sooo cool","wow,",positive," wow,that must be sooo cool",0.0
15112,bc3d65f5b0, imagine i would say'bitch!' lol if i were ma d! haha but im not cuz ur cool,t cuz ur cool,positive, cool,0.25
15120,f728386ac9, voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,positive, hope,0.05263157894736842
15125,8e4c70c9fe, HA ha - how much?  Thanks for starting to follow me.,Thanks for starting to follow me.,positive, thanks,0.16666666666666666
15131,cc444d8698,"You make me smile....it will get better, you have to believe that",You make me smile...,positive, smile....,0.0
15136,eed683a571, 'Perfect Practice makes Perfect','Perfect,positive,perfect,0.0
15141,2505a44c46,"damnnn this day came to fast, but i cherished all the moment i had",i cherished all the moment i had,positive, cherished,0.16666666666666666
15143,469217d431,Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,I feel better this morning,positive, better,0.2
15151,2076dd7703, I like your new profile pic. Very cute,Very cute,positive, i like your new profile pic. very cute,0.25
15162,908c9d159c, Happy Mother`s Day!  Hugs~,Happy Mother`s Day!,positive, happy,0.3333333333333333
15164,c9819b6c74,"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*","That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*",positive, nice,0.0625
15165,feb7ba9cc1, hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesome,hehe i will never thorw out these shoes  i`m listening to varsity fanclub surprise surprise  sway sway baby is awesom,positive, awesome,0.0
15169,35c5fed690,In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,i hope its worth it,positive,In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,0.1724137931034483
15174,d67ebc9370," yeeh. i also have a thing for drummers  basically, all guys have 2 do is play an instrument or sing and im all theirs :p",d im all theirs,positive, yeeh.,0.0
15179,6a025b9729,45 minutes until im off from work. I guess i`ll go back to work in 15 minutes. It`s slow today thank god for one of those days,thank god for one of those days,positive, thank god,0.2857142857142857
15182,023bdd23e4,happy mothers day to all motherssss!  <3333,happy mothers day to all motherssss!,positive, happy,0.16666666666666666
15185,6518260f62, If it doesn`t work out drop me a line. I would love to talk with you more about this,love to talk,positive, i would love,0.2
15213,24929ac36f, I didnt win  but I will continue to try keep giving away those fabulous watches cant wait to win1,es cant wait to win1,positive, fabulous,0.0
15217,1258517874,"  caww that sounds good, I hope you`re right",s good,positive," good,",0.0
15234,6989590bd0,Happy Mothers day to all the Mom`s on there!!,Happy Mothers day to all the Mom`s on there!!,positive, happy,0.1111111111111111
15240,f6ff2fd628, Time to reissue all  albums on vinyl!  yesss! that would be fab! fab! fab!,be fab! fab! fab,positive, fab!,0.3333333333333333
15262,9a5982abbc,going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,funn,positive, should be funn,0.3333333333333333
15265,812cf4be19,These days have been looking better better betterrrrrrrr.,These days have been looking better better betterrrrrrrr.,positive, better better betterrrrrrrr.,0.2857142857142857
15266,b1e71a76cd,happy mother`s day!  http://bit.ly/6fGxd,happy mother`s day!,positive, happy,0.3333333333333333
15292,eed9315e21,Going to woodland hills  gna swim and drink. Makin the best of a good day. Yee,Makin the best of a good day.,positive, best,0.14285714285714285
15301,0bc6d79c40,Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*,Today seems like it should be a good day!,positive, good,0.1111111111111111
15307,bda19ca898,  holla happy early mother`s day,a happy early mother`s day,positive, happy,0.2
15308,5c8f5c5487,  imnot aloud to call you!but i think your awesomeily!****,t i think your awesomeily,positive, awesomeily!****,0.0
15309,1cd1124aac, I used to love you lol...so awesome...I knew you`d have an 'experience' last night,love,positive, love you lol...so awesome...,0.25
15313,c68614e237, http://twitpic.com/48gy0 -  He`s Well Cooool ;) Lovve The Ro&Co Shoooow,He`s Well Cooool ;) Lovve The Ro&Co Shoooow,positive, he`s well cooool,0.375
15325,cde0fd9a5f, aww.. thanks bro!  glad I got u active on twitter!,glad,positive, thanks bro!,0.0
15327,4b1def0c74, Good Morning! It`s been a while since I`ve 'talked' to you   - Keep up the awesome tweets.,he awesome,positive, good morning!,0.0
15339,daa58bb5d7, heyy its ur bday?!!happy birthday!,!happy,positive,happy,0.0
15352,97c4d7f7aa,Just saw the new Star Trek movie. It was so good!! Zachary Quinto is amazingggg,It was so good!!,positive, good!!,0.25
15362,c2227e28c5,Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,Happy Mothers Day,positive, happy mothers day to all the moms out there!,0.3333333333333333
15370,4b469e2952,needs a new job either closer to home or worth the drive,worth,positive, worth the drive,0.3333333333333333
15373,9859c7d7d3,"Popping out to see SAMSON AND DELILAH this arvo, hear it is good",hear it is good,positive, good,0.25
15374,39854df96d, It`s fun to see that glimpse of your life,s fun,positive, it`s fun,0.3333333333333333
15379,71ddb886f0, it was AMAZING!!! Had the best time  hope you had a good weekend too.,AMAZING!,positive, amazing!!!,0.0
15386,7d982daf08, Glad you like!,Glad you like!,positive, glad,0.3333333333333333
15394,f01fb26254,"wow, almost got involved in this big fight at school!  ah, but anyways text me? going to causin`s house, plus game crazy.",crazy.,positive," wow,",0.0
15416,66095230ee,Spending QT with the hubby,QT,positive, spending qt with the hubby,0.2
15432,9fb1bb7aa3,"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn",successful . over and over for the last 2837 hours - heavennn,positive, successful,0.09090909090909091
15458,856df572ac, OMG! It`s the famous Amanda woman person thingy!  HUGS ALL AROUND!,OMG! It`s the famous Amanda woman person thingy!  HUGS ALL AROUND!,positive, hugs all around!,0.2727272727272727
15462,5f7c41e2af, Shoping till you drop david..haha..enjoy your day,.enjoy,positive,enjoy,0.0
15463,3595b34b87,_club wished I could have been there last night. Sounds like it was rocking! Can`t wait to see pix or vids,rocking!,positive, sounds like it was rocking!,0.2
15464,4381295572,Off to dinner with  & his fam.,is fam.,positive, off to dinner with & his fam.,0.125
15486,a86631f434,Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It`s pretty amazingly mediocre  pass.,amazingly,positive, goode family premiere online... and i think this may be the last episode i watch. it`s pretty amazingly,0.058823529411764705
15487,93ecd56fdb, I know you would be successful. And you`re just starting. You would do great in the coming years. Good luck to you,successful.,positive, good luck to you,0.0
15507,fa668afd56, You seem Cool,Cool,positive, you seem cool,0.3333333333333333
15511,86bd5ea9ee,A little bit of good news.,A little bit of good news.,positive, good news.,0.3333333333333333
15512,1e83aba60f, alright cool. See you tomorrow  thank you!,alright cool.,positive, thank you!,0.0
15517,dbb41be912,Listening to The Man Who Cant Be Moved <3 I just love the connection with GW  Doing Dutch and might do some art later.,I just love the connection with GW  Doing Dutch and might do some art later.,positive, love,0.06666666666666667
15518,e29eaebd8b,"i love pink, and i don`t care. today i shall not tweet as i have to hardcore work with jamie! have a nice day everyoneeeee  xxxxxxloser","i love pink, and i don`t care. today i shall not tweet as i have to hardcore work with jamie! have a nice day everyoneeeee  xxxxxxloser",positive, i love,0.09090909090909091
15532,5a1809ae86," Will you uh, marry me?  haha just kidding. Kind of. You`re hot though. Just so you know.",. Kind,positive, you`re hot,0.0
15535,5f4cee73bd,"i have twitter, sooo i`m pretty **** cool now",cool,positive, pretty **** cool now,0.25
15541,2974d2b01a," Yeeeeah...I am so much better off, I think!",better,positive, yeeeeah...i am so much better,0.2
15550,37a3d00ae6, Is it true there won`t be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,I wished,positive, fantastic,0.0
15576,a941933614,They changed the way Golden Gaytimes are made. They used to be awesome.,awesome.,positive,They changed the way Golden Gaytimes are made. They used to be awesome.,0.08333333333333333
15596,d04ed76592, its ok. im juz curious,its ok. im juz curious,positive, curious,0.2
15598,23f3818de2, Cheers for that! Will have a look at that later and hopefully get sorted!,hopefully,positive, cheers for that! will have a look at that later and hopefully,0.08333333333333333
15599,8cac574603,read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,there still awesome,positive, awesome,0.3333333333333333
15603,ba3a3fbe90," thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn`t emailed me or communicated n 4ever",thanks for the follow!,positive, thanks,0.25
15607,016f701c50,"Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.","Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.",positive, you love,0.09090909090909091
15614,5295a74fba,"Just got done discing, found two discs in the last two days. Solid.  Wish  would treat my koozie better and not throw it around",Wish,positive, solid.,0.0
